Target	Source	Reactome_Refs	"Journal source: open access (F), closed (restricted access) with information in accessible abstract (A), closed with information in full text (C)"	Reach_Refs	Reach_Literature-reference_statement	Reactome_Literature-reference_statement
RHOG	ARHGEF16	PMID20679435;PMID21621533	"F, A"	PMID23772378;PMID20679435;PMID20679435;PMID20679435;PMID23772378;PMID20679435;PMID23772378;PMID27437949;PMID20679435;PMID20679435;PMID20679435;PMID23772378;PMID20679435	"PMID23772378: S897A mutation of EphA2 abolished the EphA2 and Ephexin4 mediated RhoG activation , promotion of cell migration , and resistance to anoikis .;PMID20679435: Collectively , our results suggest that EphA2- and Ephexin4 mediated RhoG activation recruits the ELMO2 and Dock4 complex to the plasma membrane in response to EGF stimulation in MDA-MB-231 cells .;PMID20679435: Knockdown of Ephexin4 or EphA2 in MDA-MB-231 cells significantly suppressed the activation of RhoG induced by EGF stimulation ( XREF_FIG ) .;PMID20679435: Expression of Ephexin4 in HEK293T cells increased the amount of active exogenously expressed Myc tagged RhoG about sixfold over the basal level ( XREF_FIG ) .;PMID23772378: We previously reported that overexpression of EphA2 induced ligand independent promotion of cell migration in breast cancer cell line MCF-7 and cervical carcinoma HeLa cells through Ephexin4 mediated RhoG activation [ XREF_BIBR ] .;PMID20679435: Collectively , these findings support a model in which recruitment of the ELMO2 and Dock4 complex to EphA2 receptor through Ephexin4 mediated RhoG activation triggers a local activation of Rac by Dock4 , which can cause the formation of cortactin rich protrusions , leading to the promotion of cell polarization and migration ( XREF_FIG ) .;PMID23772378: Therefore , the linker region and/or the SAM domain have an inhibitory effect on the interaction of EphA2 with Ephexin4 , and phosphorylation of EphA2 on S897 may trigger a conformational change within the cytoplasmic region and expose the Ephexin4 binding site to promote the interaction with Ephexin4 and the Ephexin4 mediated RhoG activation .;PMID27437949: Ephexin4 mediated RhoG activation is also involved in engulfment of apoptotic cells and epithelial morphogenesis [ XREF_BIBR , XREF_BIBR ] .;PMID20679435: These results suggest that EphA2 and Ephexin4 mediate RhoG activation in response to EGF stimulation in MDA-MB-231 cells .;PMID20679435: We next examined whether Ephexin4 activates RhoG in cells by using the ability of purified GST fused N-terminal RhoG binding region of ELMO to specifically interact with GTP bound active RhoG ( XREF_BIBR ) .;PMID20679435: These results indicate that Ephexin4 activates RhoG in cells .;PMID23772378: On the other hand , EphA2 and Ephexin4 mediated RhoG activation also promotes resistance to anoikis in cancer cells through PI3K and Akt signaling pathway [ XREF_BIBR ] .;PMID20679435: To confirm the activation of RhoG by Ephexin4 , we used HeLa cells , which express a high amount of endogenous RhoG , and expression of Flag-Ephexin4 in HeLa cells enhanced endogenous RhoG activity ( XREF_FIG ) ."	"PMID20679435: Expression of Ephexin4 in HEK293T cells increased the amount of active exogenously expressed Myc-tagged RhoG about sixfold over the basal level (Fig. 1 C).;PMID21621533: Knockdown of Ephexin4 promoted anoikis in HeLa cells, and experiments using a knockdown-rescue approach showed that activation of RhoG, phosphatidylinositol 3-kinase (PI3K), and Akt was required for the Ephexin4-mediated suppression of anoikis."
RHOG	ARHGEF17	N/D				
RHOG	ARHGEF18	N/D				
RHOG	ARHGEF19	N/D				
RHOG	ARHGEF2	N/D				
RHOG	ARHGEF25	N/D				
RHOG	ARHGEF26	PMID15133129	F	PMID27437949;PMID27437949;PMID22383878;PMID22098948;PMID22383878;PMID27437949;PMID22383878;PMID27437949;PMID27437949;PMID24621576;PMID22696684	"PMID27437949: SGEF Y530 phosphorylation blocks its interaction with RhoG and suppresses RhoG activation , leading to reduced cell migration .;PMID27437949: Src suppresses SGEF mediated RhoG activation and promotion of cell migration .;PMID22383878: SGEF activates RhoG efficiently in vitro and in vivo XREF_BIBR and this activity appears to be highly dependent upon the levels and localization of hDlg .;PMID22098948: In a recent study , SGEF was found to activate RhoG in vitro and in vivoXREF_BIBR .;PMID22383878: Not surprisingly , siRNA ablation of SGEF expression greatly reduces the levels of RhoG activity in these cells , demonstrating that active RhoG in HeLa is SGEF dependent .;PMID27437949: These results suggest that Y530 phosphorylation of SGEF negatively regulates SGEF-RhoG interaction and the RhoG activation .;PMID22383878: In conclusion , these data demonstrate that hDlg positively regulates SGEF- induced RhoG activity in epithelial cells .;PMID27437949: SGEF mediated RhoG activation occurs in response to some stimuli [ XREF_BIBR , XREF_BIBR ] , but its regulatory mechanism is not well understood .;PMID27437949: Expression of SGEF-WT in HEK293T cells increased the amount of active RhoG , while co-expression of Src-YF significantly suppressed the SGEF induced RhoG activation ( XREF_FIG ) .;PMID24621576: When measuring Rac1 activation downstream from ICAM-1 clustering , in parallel with RhoG activation , it became clear that Rac1 activity preceded RhoG activation.XREF _ BIBR This indicated that , next to SGEF , which activates RhoG , another GEF is activated downstream from ICAM-1 clustering .;PMID22696684: In contrast , SGEF activity , known to activate RhoG ( XREF_BIBR ) , is not affected by ITX3 , as was judged by dorsal ruffle formation ."	"PMID15133129: Full-length SGEF activated RhoG, but not Rac, when expressed in fibroblasts. Further, recombinant SGEF DH/PH protein exchanged nucleotide on RhoG, but not on Rac1 or Rac3, in vitro."
RHOG	ARHGEF28	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOG	ARHGEF3	NO (PMID12221096)	F			"PMID12221096: In vitro, XPLN stimulates guanine nucleotide exchange on RhoA and RhoB, but not RhoC, RhoG, Rac1, or Cdc42."
RHOG	ARHGEF33	N/D				
RHOG	ARHGEF35	N/D				
RHOG	ARHGEF37	N/D				
RHOG	ARHGEF38	N/D				
RHOG	ARHGEF39	N/D				N/D
RHOG	ARHGEF4	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOG	ARHGEF40	N/D				
RHOG	ARHGEF5	PMID19713215-weakly	F			"PMID19713215: Arhgef5 can strongly activate RhoA and RhoB and weakly RhoC and RhoG, but not Rac1, RhoQ, RhoD, or RhoV, in transfected human embryonic kidney 293 cells."
RHOG	ARHGEF6	N/D				
RHOG	ARHGEF7	N/D				
RHOG	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOG	ECT2	N/D				
RHOG	FGD1	N/D				
RHOG	FGD2	N/D				
RHOG	FGD3	N/D				
RHOG	FGD4	N/D				
RHOG	GNA13	N/D				
RHOG	ITSN1	PMID23255595	F			PMID23255595: ITSN1 significantly accelerated also the nucleotide exchange of RhoG and TC10 but not of TCL (Fig. 1).
RHOG	KALRN	PMID12177196	F			"PMID12177196: As shown, kalGEF1 is a potent activator of RhoG."
RHOG	MCF2	PMID7476457;PMID10523675	"C,F"	PMID27437949;PMID27437949	"PMID27437949: SGEF and Ephexin4 ( also known as ARHGEF16 ) are closely related Dbl type RhoGEFs that specifically activates RhoG [ XREF_BIBR , XREF_BIBR ] .;PMID27437949: SGEF and Ephexin4 are closely related Dbl type RhoGEFs , both of which specifically activate RhoG ( XREF_FIG ) [ XREF_BIBR , XREF_BIBR ] ."	"PMID7476457: In addition to Cdc42Hs, Dbl exhibits potent GEF activities toward RhoA, RhoB, RhoC, to a lesser extent RhoG, but shows little or no GEF activity on the Ras,Racl, and TC10 proteins.;PMID10523675: As expected (33), Dbl elicited a strong exchange activity on RhoA, RhoG, and Cdc42 (Fig. 3D, right panel), confirming that the lack of activity of Vav-3 (?1û144) towards Cdc42 was not due to the use of an inactive GTPase."
RHOG	MCF2L	PMID12376551;PMID23255595	"F,F"			"PMID12376551: The related RhoA and Cdc42 GEFs, Dbl and Dbs (28, 39), both bound weakly to nucleotide-free RhoG, but only Dbs stimulated guanine nucleotide exchange activity on RhoG in vitro.;PMID23255595: from table and figures,"
RHOG	NET1	N/D				
RHOG	NGEF	N/D				
RHOG	OBSCN	N/D				
RHOG	PLEKHG2	N/D				
RHOG	PLEKHG5	NO (PMID11704860)	F			"PMID11704860: The beta-galactosidase filter assays showed that GEF720 can activate RhoA in yeast, allowing the binding of the GTPase to its effector Rock, while it has no or little effect on Rac1, Cdc42Hs and RhoG (Figure 3a) nor on Rac2 and 3 (data not shown)."
RHOG	PREX1	PMID24659802;PMID23255595	"F,F"	PMID25961466	"PMID25961466: XREF_BIBR In vivo , P-Rex1 substrate specificity is more restricted , which is not uncommon in GEFs and usually attributed to local substrate availability and binding affinities playing larger roles in vivo than in vitro.XREF _ BIBR In vivo , P-Rex1 activates Rac1 , Rac2 , Rac3 and RhoG , whereas there is no evidence for activation of Cdc42 ."	"PMID24659802: Full-length P-Rex1 (purified from baculovirus-infected Sf9 cells) was also able to act as an efficient GEF for RhoG, as well as Rac1, using an alternative assay, based on immunoprecipitation of [35S]GTP?S-loaded and EE-tagged lipid-modified RhoG (Fig.?3L). PMID23255595: from table and figures."
RHOG	RASGRF2	N/D				
RHOG	SOS1	N/D				
RHOG	SOS2	N/D				
RHOG	TIAM1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOG	TIAM2	N/D				
RHOG	TRIO	PMID11864571;PMID28196833;PMID23255595	"F, A, F"	PMID25748676;PMID24106270;PMID24621576;PMID25748676;PMID22696684;PMID22790196	"PMID25748676: An inhibitor of TRIO ( ITX-3 ) has also recently been reported and could be used to determine if TRIO activates RhoG in platelets and more generally to investigate the role of TRIO in platelets [ XREF_BIBR ] .;PMID24106270: It is therefore plausible that Fyn phosphorylation of Trio might accelerate RhoG activation downstream of GPVI in platelets .;PMID24621576: Our initial data showed that ICAM-1 , when clustered , interacted with the actin-adaptor protein filamin.XREF _ BIBR Interestingly , the exchange factor Trio was shown to recruit filamin.XREF _ BIBR Also , deBakker and colleagues showed that Trio activates RhoG to allow phagocytosis of apoptotic cells.XREF _ BIBR Moreover , next to RhoG , this GEF was also able to activate Rac1 and RhoA , XREF_BIBR two GTPases known to be involved in downstream ICAM-1 signaling.XREF _ BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR Additional data from our laboratory showed that depletion of Rac1 or RhoG reduced TEM of primary neutrophils.XREF _ BIBR Rac1 depletion showed defects in actual ICAM-1 clustering , and RhoG depletion impaired the induction of cup structures.XREF _ BIBR These data implicate that Rac1 and RhoG have separate functions to induce endothelial cup structures upon leukocyte binding ( XREF_FIG ) .;PMID25748676: It is therefore plausible that Fyn phosphorylation of TRIO might accelerate RhoG activation downstream of GPVI in platelets .;PMID22696684: Alternatively , Trio may also activate Rac1 and RhoG within different spatially restricted signaling complexes .;PMID22790196: Since in other phagocytic systems , RhoG is placed downstream of PI3K because the RhoG activator TRIO is PI3K dependent , XREF_BIBR and TC21 directly contacts with the TCR and with the catalytic p110delta subunit of PI3K , XREF_BIBR we propose that TC21 mediates the activation of RhoG by the TCR in conditions leading to phagocytosis ."	"PMID11864571: Trio displays two Rho-GEF domains, GEFD1, activating the Rac pathway via RhoG, and GEFD2, acting on RhoA, and contains numerous signaling motifs whose contribution to Trio function has not yet been investigated.;PMID28196833: It demonstrated that membranes stimulate the GEF activity of Trio toward RhoG by ?30 fold and Rac1 by ?10 fold, and uncovered a previously unknown broader specificity toward RhoA and Cdc42 that was undetectable in solution.PMID23255595: from table and figures."
RHOG	VAV1	PMID9822605	F	PMID25748676	"PMID25748676: In B- and T-lymphocyte cell culture systems , RhoG is activated by Vav-1 and enhances gene transcription , particularly following ligation of the T-cell receptor ( TCR ) [ XREF_BIBR ] ."	"PMID9822605: Phosphorylated Vav?2 was found to be active on RhoA, RhoB and the more distantly related RhoG protein (Figure 4D). In these assays, we found that phosphorylated Vav was active on RhoG and Dbl lysates on all three GTPases (data not shown). "
RHOG	VAV2	PMID9822605;PMID23255595	"F,F"	PMID11448999;PMID11448999	"PMID11448999: Using baculovirus derived recombinant protein , XREF_BIBR found that Vav2 activates RhoA , RhoB , and RhoG , but not Rac1 or Cdc42 , as determined by exchange assays in vitro .;PMID11448999: Since Vav2 activates RhoG in vitro ( XREF_BIBR ) and RhoG can activate both Cdc42 and Rac ( XREF_BIBR ) , we can not rule out the possibility that the effects we detect are mediated by RhoG ."	"PMID9822605: Phosphorylated Vav?2 was found to be active on RhoA, RhoB and the more distantly related RhoG protein (Figure 4D).;PMID23255595: from table and figures."
RHOG	VAV3	PMID10523675	F	PMID11448999	"PMID11448999: Vav3 is expressed predominantly in brain and hematopoietic cells and to a lesser extent in other tissues , and activates RhoG , RhoA , and Rac1 in vitro ( XREF_BIBR , XREF_BIBR ) and RhoA and Rac1 in vivo ( XREF_BIBR ) ."	"PMID10523675: These results identify Vav-3 as a GEF with substrate specificity toward RhoG, RhoA and, to a lesser extent, Rac-1."
RHOH	ABR	N/D				
RHOH	AKAP13	N/D				
RHOH	ARHGEF1	N/D				
RHOH	ARHGEF10	N/D				
RHOH	ARHGEF10L	N/D				
RHOH	ARHGEF11	N/D				
RHOH	ARHGEF12	N/D				
RHOH	ARHGEF15	N/D				
RHOH	ARHGEF16	N/D				
RHOH	ARHGEF17	N/D				
RHOH	ARHGEF18	N/D				
RHOH	ARHGEF19	N/D				
RHOH	ARHGEF2	N/D				
RHOH	ARHGEF25	N/D				
RHOH	ARHGEF26	N/D				
RHOH	ARHGEF28	N/D				
RHOH	ARHGEF3	N/D				
RHOH	ARHGEF33	N/D				
RHOH	ARHGEF35	N/D				
RHOH	ARHGEF37	N/D				
RHOH	ARHGEF38	N/D				
RHOH	ARHGEF39	N/D				N/D
RHOH	ARHGEF4	N/D				
RHOH	ARHGEF40	N/D				
RHOH	ARHGEF5	N/D				
RHOH	ARHGEF6	N/D				
RHOH	ARHGEF7	N/D				
RHOH	ARHGEF9	N/D				
RHOH	ECT2	N/D				
RHOH	FGD1	N/D				
RHOH	FGD2	N/D				
RHOH	FGD3	N/D				
RHOH	FGD4	N/D				
RHOH	GNA13	N/D				
RHOH	ITSN1	N/D				
RHOH	KALRN	N/D				
RHOH	MCF2	N/D				
RHOH	MCF2L	N/D				
RHOH	NET1	N/D				
RHOH	NGEF	N/D				
RHOH	OBSCN	N/D				
RHOH	PLEKHG2	N/D				
RHOH	PLEKHG5	N/D				
RHOH	PREX1	N/D				
RHOH	RASGRF2	N/D				
RHOH	SOS1	N/D				
RHOH	SOS2	N/D				
RHOH	TIAM1	N/D				
RHOH	TIAM2	N/D				
RHOH	TRIO	N/D				
RHOH	VAV1	N/D				
RHOH	VAV2	N/D				
RHOH	VAV3	N/D				
RHOJ	ABR	N/D				
RHOJ	AKAP13	N/D				
RHOJ	ARHGEF1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	ARHGEF10	N/D				
RHOJ	ARHGEF10L	N/D				
RHOJ	ARHGEF11	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	ARHGEF12	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	ARHGEF15	NO (PMID23029280)	F	PMID23029280	"PMID23029280: In addition to Cdc42 activation , Arhgef15 potentiated RhoJ inactivation , which may underlie VEGF induced RhoJ inactivation XREF_BIBR ."	"PMID23029280: Of 9 RhoGEFs which were highly expressed in retinal ECs, we show that Arhgef15 acted as an EC-specific GEF to mediate VEGF-induced Cdc42 activation and potentiated RhoJ inactivation, thereby promoting actin polymerization and cell motility."
RHOJ	ARHGEF16	N/D				
RHOJ	ARHGEF17	N/D				
RHOJ	ARHGEF18	N/D				
RHOJ	ARHGEF19	N/D				
RHOJ	ARHGEF2	N/D				
RHOJ	ARHGEF25	N/D				
RHOJ	ARHGEF26	NO (PMID15133129)	F			PMID15133129: SGEF did not exchange nucleotide on RhoA or TC10 (unpublished data).
RHOJ	ARHGEF28	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	ARHGEF3	N/D				
RHOJ	ARHGEF33	N/D				
RHOJ	ARHGEF35	N/D				
RHOJ	ARHGEF37	N/D				
RHOJ	ARHGEF38	N/D				
RHOJ	ARHGEF39	N/D				N/D
RHOJ	ARHGEF4	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	ARHGEF40	N/D				
RHOJ	ARHGEF5	N/D				
RHOJ	ARHGEF6	N/D				
RHOJ	ARHGEF7	N/D				
RHOJ	ARHGEF9	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	ECT2	N/D				
RHOJ	FGD1	N/D				
RHOJ	FGD2	N/D				
RHOJ	FGD3	N/D				
RHOJ	FGD4	N/D				
RHOJ	GNA13	N/D				
RHOJ	ITSN1	NO (PMID23255595)	F			PMID23255595: ITSN1 significantly accelerated also the nucleotide exchange of RhoG and TC10 but not of TCL (Fig. 1).
RHOJ	KALRN	N/D				
RHOJ	MCF2	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	MCF2L	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	NET1	N/D				
RHOJ	NGEF	N/D				
RHOJ	OBSCN	N/D				
RHOJ	PLEKHG2	N/D				
RHOJ	PLEKHG5	N/D				
RHOJ	PREX1	PMID23255595	F			"PMID23255595: The latter is quite interesting because TrioN and also PRex1 are the only Dbl proteins, which increased the nucleotide exchange reaction of TCL significantly stronger than that of TCL-related Cdc42 or TC10 (Fig. 1)."
RHOJ	RASGRF2	N/D				
RHOJ	SOS1	N/D				
RHOJ	SOS2	N/D				
RHOJ	TIAM1	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	TIAM2	N/D				
RHOJ	TRIO	PMID23255595	F			"PMID23255595: The latter is quite interesting because TrioN and also PRex1 are the only Dbl proteins, which increased the nucleotide exchange reaction of TCL significantly stronger than that of TCL-related Cdc42 or TC10 (Fig. 1)."
RHOJ	VAV1	N/D				
RHOJ	VAV2	NO (PMID23255595)	F			PMID23255595: from table and figures.
RHOJ	VAV3	N/D				
RHOQ	ABR	N/D				
RHOQ	AKAP13	NO (PMID7721814)	F			"PMID7721814: Unlike Dbl, which stimulates the rate of GDP dissociation from both Cdc42Hs and RhoA (7) without affecting Ras, Rac1, and TC10, Lbc specifically accelerated the rate of GDP dissociation from RhoA while showing no detectable effects on GDP dissociation from Cdc42Hs or from Ras, Rac1, or TC10 (Fig. 3 D)."
RHOQ	ARHGEF1	NO (PMID23255595;PMID21454492)	"F,F"			"PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF  (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RHOQ	ARHGEF10	N/D				
RHOQ	ARHGEF10L	N/D				
RHOQ	ARHGEF11	NO (PMID23255595;PMID21454492)	"F,F"			"PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RHOQ	ARHGEF12	NO (PMID23255595;PMID21454492)	"F,F"			"PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RHOQ	ARHGEF15	N/D				
RHOQ	ARHGEF16	N/D				
RHOQ	ARHGEF17	N/D				
RHOQ	ARHGEF18	N/D				
RHOQ	ARHGEF19	N/D				
RHOQ	ARHGEF2	NO (PMID9857026)	F			"PMID9857026: When the activity of GEF-H1 to stimulate GDP/GTP exchange was examined for a panel of small G-proteins, it was found that GEF-H1 was active as a GEF for RhoA, RhoB, RhoC, and Rac1, but not for Ras, Cdc42, or TC10 under similar conditions (Fig. 5)"
RHOQ	ARHGEF25	N/D				
RHOQ	ARHGEF26	N/D				
RHOQ	ARHGEF28	NO (PMID23255595;PMID21454492)	"F,F"			"PMID23255595: from table and figures.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF  (PRG), and leukemia-associated  RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RHOQ	ARHGEF3	N/D				
RHOQ	ARHGEF33	N/D				
RHOQ	ARHGEF35	N/D				
RHOQ	ARHGEF37	N/D				
RHOQ	ARHGEF38	N/D				
RHOQ	ARHGEF39	N/D				N/D
RHOQ	ARHGEF4	NO (PMID17214551;PMID23255595)	"A,F"			"PMID17214551: Here we investigated the specificity and regulation of Asef by measuring its GEF activity in vitro and observed hardly any activity towards Rac1, Rac2 and Rac3, or RhoA and TC10.;PMID23255595: from table and figures."
RHOQ	ARHGEF40	N/D				
